#name	name2
NM_013943	CLIC4
NM_001146175	ZNF414
NM_032370	ZNF414
NM_175883	OR7D2
NM_001005191	OR7D4
NM_001199814	ZNF812
NM_001130032	ZNF562
NM_001130031	ZNF562
NM_017656	ZNF562
NR_027300	C3P1
NM_031917	ANGPTL6
NM_015725	RDH8
NM_004230	S1PR2
NM_003259	ICAM5
NM_146388	MRPL4
NM_146387	MRPL4
NM_001111307	PDE4A
NM_030760	S1PR5
NM_001800	CDKN2D
NM_001166215	S1PR5
NM_023008	KRI1
NR_104025	ATG4D
NM_017620	ILF3
NM_024029	YIPF2
NM_001195798	LDLR
NM_001195799	LDLR
NM_001136191	KANK2
NM_015493	KANK2
NM_020812	DOCK6
NM_001080503	CCDC159
NM_175871	SWSAP1
NM_001161616	RGL3
NM_022737	LPPR2
NM_001420	ELAVL3
NM_138783	ZNF653
NM_032281	ELAVL3
NM_016581	ECSIT
NM_152355	ZNF441
NM_152262	ZNF439
NM_001136501	ZNF844
NR_027049	ZNF788
NM_005815	ZNF443
NM_001136195	TNPO2
NM_000528	MAN2B1
NM_013433	TNPO2
NM_001173498	MAN2B1
NM_013312	HOOK2
NM_001080997	RTBDN
NM_001375	DNASE2
NM_006563	KLF1
NM_001271044	NFIX
NM_005583	LYL1
NM_001271043	NFIX
NM_032285	MRI1
NM_001031727	MRI1
NR_036515	LOC284454
NM_001146254	PODNL1
NM_138353	DCAF15
NM_002918	RFX1
NM_138352	SAMD1
NM_002730	PRKACA
NM_001277378	C19orf67
NM_202494	GIPC1
NM_213560	PKN1
NM_138501	TECR
NM_000955	PTGER1
NM_032571	EMR3
NM_001271052	EMR2
NM_017506	OR7A5
NM_013447	EMR2
NM_012114	CASP14
NM_173482	CCDC105
NM_000435	NOTCH3
NM_033025	SYDE1
NM_058243	BRD4
NM_021241	WIZ
NM_022904	RASAL3
NM_001199209	CYP4F3
NM_013938	OR10H3
NR_015379	UCA1
NM_013940	OR10H1
NR_033864	CYP4F24P
NM_001004466	OR10H5
NM_021187	CYP4F11
NM_001004465	OR10H4
NM_003290	TPM4
NM_005370	RAB8A
NM_032493	AP1M1
NM_016270	KLF2
NM_004831	MED26
NM_024881	SLC35E1
NM_024527	ABHD8
NM_001278443	ANKLE1
NM_023937	MRPL34
NM_005234	NR2F6
NM_001278445	ANKLE1
NR_103530	ANKLE1
NM_032620	GTPBP3
NM_020959	ANO8
NM_001190844	TMEM221
NM_031310	PLVAP
NM_024656	COLGALT1
NM_138454	NXNL1
NM_198580	SLC27A1
NM_001080421	UNC13A
NM_005543	INSL3
NM_001161358	FCHO1
NM_000980	RPL18A
NM_000453	SLC5A5
NM_001025604	ARRDC2
NM_153701	IL12RB1
NM_005535	IL12RB1
NM_006332	IFI30
NM_032683	MPV17L2
NR_073517	PIK3R2
NM_001098819	PDE4C
NM_001098818	PDE4C
NM_002866	RAB3A
NM_001145304	KIAA1683
NM_005354	JUND
NM_017712	PGPEP1
NM_001286968	JUND
NM_001170938	ISYNA1
NM_016368	ISYNA1
NM_001253389	ISYNA1
NM_004750	CRLF1
NM_018316	KLHL26
NM_000095	COMP
NM_002911	UPF1
NM_001001524	TM6SF2
NM_153221	CILP2
NR_026956	LINC00663
NM_001159293	ZNF737
NM_175910	ZNF493
NR_027130	ZNF738
NM_001076678	ZNF493
NR_024523	LOC641367
NM_173531	ZNF100
NM_033468	ZNF257
NM_001242680	ZNF729
NM_001098626	ZNF98
NR_110427	LOC101929124
NM_020855	ZNF492
NR_103741	IPO5P1
NR_103742	IPO5P1
NM_138286	ZNF681
NR_027318	LINC00906
NM_001146339	VSTM2B
NR_027368	POP4
NM_006627	POP4
NM_001256047	C19orf12
NM_031448	C19orf12
NM_001282931	C19orf12
NM_001282929	C19orf12
NM_003796	URI1
NM_001278577	THEG5
NR_046201	LOC400684
NM_014910	ZNF507
NM_001105570	NUDT19
NM_001126335	SLC7A9
NM_152266	C19orf40
NM_018025	GPATCH1
NM_001287424	CEBPA
NM_019849	SLC7A10
NM_002333	LRP3
NR_026887	CEBPA-AS1
NM_001285829	CEBPA
NM_001806	CEBPG
NM_001114093	LSM14A
NM_015578	LSM14A
NM_014686	KIAA0355
NM_001080436	WTIP
NM_175872	ZNF792
NM_182983	HPN
NM_139284	LGI4
NM_021902	FXYD1
NR_024561	HPN-AS1
NM_152481	FAM187B
NM_001771	CD22
NM_005304	FFAR3
NM_005306	FFAR2
NM_001166034	SBSN
NM_032635	TMEM147
NM_007000	UPK1A
NM_001281443	UPK1A
NR_046420	UPK1A-AS1
NM_014209	ETV2
NM_014727	KMT2B
NM_144617	HSPB6
NM_021232	PRODH2
NM_052948	ARHGAP33
NR_110171	U2AF1L4
NM_001039887	PROSER3
NR_104176	LINC01529
NM_004646	NPHS1
NM_199179	KIRREL2
NM_005166	APLP1
NM_001864	COX7A1
NM_001003962	CAPNS1
NR_038278	LINC00665
NM_001166036	ZNF260
NM_001166038	ZNF260
NR_036504	LOC728752
NM_001012756	ZNF260
NM_001267779	ZNF850
NM_001193552	ZNF850
NM_001171979	ZNF829
NM_001037232	ZNF829
NM_152279	ZNF585B
NM_181786	HKR1
NR_029390	LOC284412
NM_001172225	ZNF540
NM_016536	ZNF571
NM_001172689	ZNF573
NM_152360	ZNF573
NM_001172692	ZNF573
NM_032689	ZNF607
NM_031951	WDR87
NM_001135156	DPF1
NM_004647	DPF1
NM_001146207	RASGRP4
NM_001042522	SPRED3
NM_004823	KCNK6
NM_021185	CATSPERG
NM_007181	MAP4K1
NM_001195833	RINL
NM_001533	HNRNPL
NM_148169	FBXO17
NM_178820	FBXO27
NR_074079	IFNL4
NM_001276254	IFNL4
NM_017592	MED29
NM_022835	PLEKHG2
NM_152361	EID2B
NM_016941	DLL3
NM_203471	LGALS14
NR_026870	LOC100129935
NM_001142579	ZNF780A
NM_001005851	ZNF780B
NM_152479	TTC9B
NM_002446	MAP3K10
NM_001042545	LTBP4
NM_001042544	LTBP4
NM_025194	ITPKC
NM_198476	C19orf54
NM_000774	CYP2F1
NM_021913	AXL
NM_030622	CYP2S1
NM_000660	TGFB1
NM_198540	B3GNT8
NM_001817	CEACAM4
NM_004363	CEACAM5
NM_002088	GRIK5
NM_019884	GSK3A
NM_015125	CIC
NM_006494	ERF
NM_005357	LIPE
NM_001816	CEACAM8
NM_001712	CEACAM1
NM_006905	PSG1
NM_182707	PSG8
NR_026824	PSG10P
NR_036584	LOC100289650
NM_001130168	PSG8
NM_002780	PSG4
NM_002781	PSG5
NM_002784	PSG9
NR_033888	LOC284344
NM_020406	CD177
NM_145296	CADM4
NM_001007561	IRGQ
NR_038334	LOC100505715
NM_006630	ZNF234
NM_001144824	ZNF234
NR_033341	LOC100379224
NR_103551	ZNF229
NM_014518	ZNF229
NM_001278510	ZNF229
NR_027754	CEACAM22P
NM_001135769	PVR
NM_005581	BCAM
NM_001128917	TOMM40
NM_001128916	TOMM40
NM_000041	APOE
NM_024707	GEMIN7
NM_006509	RELB
NM_212550	BLOC1S3
NM_031417	MARK4
NM_001114171	FOSB
NM_001166049	ERCC1
NM_001142502	PPP1R13L
NM_006732	FOSB
NM_012099	CD3EAP
NM_006663	PPP1R13L
NM_206901	RTN2
NM_003370	VASP
NM_025136	OPA3
NM_001163377	QPCTL
NM_177542	SNRPD2
NM_017659	QPCTL
NM_004597	SNRPD2
NM_004943	DMWD
NM_004497	FOXA3
NM_001288764	DMPK
NM_015649	IRF2BP1
NM_001267723	CCDC61
NM_002516	NOVA2
NR_027003	DKFZp434J0226
NM_022462	HIF3A
NM_152794	HIF3A
NM_032040	CCDC8
NM_020709	PNMAL2
NM_018215	PNMAL1
NM_001103149	PNMAL1
NM_145056	DACT3
NM_000960	PTGIR
NM_005184	CALM3
NM_001039885	FKRP
NM_024301	FKRP
NM_004069	AP2S1
NM_002517	NPAS1
NM_017854	TMEM160
NM_015603	CCDC9
NM_001127240	BBC3
NM_014417	BBC3
NM_178511	INAFM1
NM_014681	DHX34
NM_020160	MEIS3
NM_001009813	MEIS3
NM_015711	GLTSCR1
NM_000554	CRX
NM_198479	TPRX1
NR_024216	SNAR-A13
NR_024216	SNAR-A13
NR_024226	SNAR-A9
NM_019855	CABP5
NM_022142	ELSPBP1
NM_014959	CARD8
NR_033679	CARD8
NM_199341	C19orf68
NM_144577	CCDC114
NM_000836	GRIN2D
NM_001080434	LMTK3
NM_017708	FAM83E
NM_001352	DBP
NM_000979	RPL18
NM_019113	FGF21
NM_001130915	MAMSTR
NM_000511	FUT2
NM_182574	MAMSTR
NM_017805	RASIP1
NM_001097638	FUT2
NM_145807	NTN5
NM_001190	BCAT2
NM_016246	HSD17B14
NM_014330	PPP1R15A
NM_000737	CGB
NM_033377	CGB1
NM_014475	DHDH
NM_031886	KCNA7
NM_006179	NTF4
NM_003660	PPFIA3
NM_017916	PIH1D1
NM_001145396	ALDH16A1
NM_001270491	RPL13A
NM_000951	PRRG2
NM_020719	PRR12
NM_006270	RRAS
NM_021228	SCAF1
NM_001168222	TBC1D17
NM_012346	NUP62
NM_012068	ATF5
NR_024226	SNAR-A9
NR_024226	SNAR-A9
NR_024226	SNAR-A9
NR_024226	SNAR-A9
NR_024226	SNAR-A9
NR_024226	SNAR-A9
NR_024226	SNAR-A9
NR_024226	SNAR-A9
NR_024226	SNAR-A9
NM_004977	KCNC3
NM_001243999	SPIB
NM_206538	EMC10
NM_001080457	LRRC4B
NM_016148	SHANK1
NM_139277	KLK7
NM_005046	KLK7
NM_004917	KLK4
NR_002948	KLKP1
NM_022046	KLK14
NM_002776	KLK10
NM_145232	CTU1
NM_001077500	KLK10
NM_006853	KLK11
NM_015596	KLK13
NM_145888	KLK10
NM_001177608	CD33
NM_001193623	C19orf84
NM_001163922	VSIG10L
NM_001256795	LOC100129083
NM_001171158	SIGLEC10
NM_001171159	SIGLEC10
NM_033329	SIGLEC12
NM_001171161	SIGLEC10
NM_033130	SIGLEC10
NR_034159	LINC01530
NM_001098612	SIGLEC14
NM_001523	HAS1
NM_025040	ZNF614
NM_001136499	ZNF841
NM_001277945	ZNF83
NR_023311	ZNF137P
NR_036600	ZNF28
NM_006969	ZNF28
NM_207333	ZNF320
NM_001172675	ZNF347
NM_001136038	ZNF415
NM_173856	VN1R2
NM_001008401	ZNF761
NR_003148	TPM3P9
NM_001253800	ZNF331
NM_018555	ZNF331
NR_002938	LOC284379
NM_001253799	ZNF331
NM_144687	NLRP12
NM_001277129	NLRP12
NR_102308	CACNG6
NM_031895	CACNG8
NM_133169	OSCAR
NM_001282350	OSCAR
NM_001288791	VSTM1
NM_001288792	VSTM1
NM_024318	LILRA6
NM_001077446	TSEN34
NM_001146083	MBOAT7
NR_104098	LILRA6
NM_006865	LILRA3
NM_021250	LILRA5
NM_021706	LAIR1
NM_001289027	LAIR1
NR_110280	LAIR1
NM_001289025	LAIR1
NM_198988	LENG9
NM_145057	CDC42EP5
NM_006866	LILRA2
NM_001278399	LILRB1
NR_103502	LILRA1
NR_003061	LILRP2
NM_015868	KIR2DL3
NM_153443	KIR3DL3
NM_006737	KIR3DL2
NM_013289	KIR3DL1
NM_133279	FCAR
NM_001281972	KIR2DS4
NM_016363	GP6
NM_001174082	NLRP2
NM_001083899	GP6
NM_003180	SYT5
NM_001256714	DNAAF3
NM_032430	BRSK1
NM_014931	PPP6R1
NM_144613	COX6B2
NM_001190764	TMEM238
NM_014501	UBE2S
NM_001145176	SHISA7
NM_001145402	FAM71E2
NM_000991	RPL28
NM_001136134	RPL28
NM_001267718	IL11
NM_152600	ZNF579
NM_001144950	SSC5D
NM_001101401	SBK2
NM_033113	ZNF628
NM_001195267	SSC5D
NM_020378	NAT14
NM_007279	U2AF2
NM_032836	FIZ1
NM_001195605	ZNF865
NM_016535	ZNF581
NM_207115	ZNF580
NM_001012478	U2AF2
NM_176810	NLRP13
NM_153447	NLRP5
NM_018337	ZNF444
NM_001253792	ZNF444
NM_152478	ZNF583
NR_037160	ZNF582-AS1
NR_036521	ZNF667-AS1
NM_020813	ZNF471
NM_001001668	ZNF470
NM_001193628	SMIM17
NM_001005850	ZNF835
NM_020903	USP29
NM_052882	ZIM3
NM_003417	ZNF264
NM_001023563	ZNF805
NM_001144068	ZNF772
NM_024691	ZNF419
NM_001098492	ZNF419
NM_001098491	ZNF419
NM_001098495	ZNF419
NM_001023561	ZNF749
NM_001024596	ZNF772
NM_198542	ZNF773
NM_152677	ZSCAN4
NM_020880	ZNF530
NR_049754	ZNF211
NM_017652	ZNF586
NM_001085384	ZNF154
NM_032828	ZNF587
NM_001204817	ZNF587
NM_001144989	ZNF814
NM_133460	ZNF418
NM_152475	ZNF417
NM_001289402	ZNF135
NM_021089	ZNF8
NM_207395	ZNF324B
NM_001195135	RNF225
NM_032792	ZBTB45
NR_026052	CENPBD1P1
NM_003969	UBE2M
NM_005762	TRIM28
NM_182734	PLCB1
NR_046099	MIR646HG
NR_109994	LOC101926889
NM_001282533	LZTS3
NM_080836	STK35
NM_001172646	PLCB4
NM_015035	ZHX3
NM_007050	PTPRT
NM_021215	RPRD1B
NM_001174087	NCOA3
NM_001287183	HNF4A
NM_153269	C20orf96
NM_033129	SCRT2
NM_001190898	PDYN
NR_040048	SDCBP2-AS1
NM_024411	PDYN
NM_006065	SIRPB1
NR_040047	SDCBP2-AS1
NM_080751	TMC2
NM_023068	SIGLEC1
NM_007219	RNF24
NM_139322	ATRN
NM_139321	ATRN
NM_001009984	C20orf194
NR_024269	PRNT
NM_001819	CHGB
NM_003081	SNAP25
NR_040710	SNAP25-AS1
NM_001276380	ESF1
NM_016649	ESF1
NR_073206	SEL1L2
NM_001199865	KIF16B
NM_001201529	PCSK2
NM_080820	DTD1
NM_020689	SLC24A3
NM_020343	RALGAPA2
NM_024893	SYNDIG1
NM_001252675	ACSS1
NM_001252677	ACSS1
NM_015600	ABHD12
NM_021067	GINS1
NR_003579	FRG1B
NM_080616	NOL4L
NM_053041	COMMD7
NM_001099339	COMMD7
NR_034152	LOC149950
NM_001256798	NOL4L
NM_032819	ZNF341
NM_001032999	CBFA2T2
NM_021202	TP53INP2
NM_007367	RALY
NM_016732	RALY
NM_006690	MMP24
NM_016436	PHF20
NM_001258331	EPB41L1
NM_183006	DLGAP4
NM_080607	VSTM2L
NM_213631	MROH8
NM_182970	RIMS4
NM_001261839	TTPAL
NM_006282	STK4
NM_139323	YWHAB
NM_021248	CDH22
NM_020398	EPPIN
NM_183048	ZMYND8
NM_001161841	SULF2
NM_018837	SULF2
NR_027889	TMEM189
NR_048537	SLC9A8
NM_199129	TMEM189
NM_001258296	NFATC2
NM_001193421	TSHZ2
NM_173485	TSHZ2
NM_001719	BMP7
NM_001269046	CTCFL
NM_001255976	PMEPA1
NM_199169	PMEPA1
NM_001269049	CTCFL
NM_001269054	CTCFL
NM_020673	RAB22A
NM_080672	PHACTR3
NM_178457	ZNF831
NM_001252339	CDH4
NM_001252338	CDH4
NM_003185	TAF4
NM_006602	TCFL5
NM_002531	NTSR1
NR_003244	HAR1A
NM_199359	TPD52L2
NM_001243894	TPD52L2
NM_001958	EEF1A2
NM_033089	ZCCHC3
NM_006943	SOX12
NM_024958	NRSN2
NM_021158	TRIB3
NM_080725	SRXN1
NM_004609	TCF15
NM_001029871	RSPO4
NM_001199784	SDCBP2
NM_178460	SIRPD
NM_001122962	SIRPB2
NM_018556	SIRPG
NM_001039508	SIRPG
NR_110090	SIRPG-AS1
NR_037142	LOC100289473
NM_001040022	SIRPA
NM_080792	SIRPA
NM_001040023	SIRPA
NM_003245	TGM3
NM_001282496	ZNF343
NM_001282498	ZNF343
NM_001110514	EBF4
NM_001167670	TMEM239
NM_014948	UBOX5
NR_038395	UBOX5-AS1
NM_000490	AVP
NM_199415	UBOX5
NM_032034	SLC4A11
NM_023935	DDRGK1
NM_001174089	SLC4A11
NM_145762	GFRA4
NM_001282447	ADAM33
NM_021873	CDC25B
NM_001810	CENPB
NM_001287516	CDC25B
NM_153638	PANK2
NM_001204447	AP5S1
NM_153640	PANK2
NM_020746	MAVS
NM_000678	ADRA1D
NM_001080122	PRNP
NM_001080121	PRNP
NM_014737	RASSF2
NR_029405	LOC643406
NR_015406	LINC00654
NM_019095	CRLS1
NM_024120	NDUFAF5
NM_198391	FLRT3
NM_001195	BFSP1
NM_014426	SNX5
NM_021220	OVOL2
NM_020536	CSRP2BP
NM_032985	SEC23B
NR_109955	LOC101929526
NM_002196	INSM1
NM_033176	NKX2-4
NM_002509	NKX2-2
NM_006192	PAX1
NM_153675	FOXA2
NM_001052	SSTR4
NM_001898	CST1
NR_027092	LOC284798
NR_027091	LOC284798
NM_002862	PYGB
NM_001247	ENTPD6
NR_026714	FAM182B
NR_027061	FAM182B
NR_110001	LOC101926935
NR_110003	LOC101926955
NR_026713	FAM182A
NR_004846	LOC100134868
NR_030386	MIR663A
NR_045115	MLLT10P1
NR_073151	DEFB119
NM_178582	HM13
NR_003677	MCTS2P
NM_181353	ID1
NM_032609	COX4I2
NR_046853	HM13-AS1
NM_012112	TPX2
NM_080611	DUSP15
NM_001008409	TTLL9
NM_001012644	DUSP15
NM_080625	CCM2L
NM_001011718	XKR7
NM_002657	PLAGL2
NR_002781	TSPY26P
NM_004798	KIF3B
NM_001164603	ASXL1
NM_182584	C20orf203
NM_175849	DNMT3B
NM_175848	DNMT3B
NM_001207055	DNMT3B
NM_012325	MAPRE1
NM_182658	BPIFB3
NM_003098	SNTA1
NM_005093	CBFA2T2
NM_001039709	CBFA2T2
NM_005225	E2F1
NM_183397	PXMP4
NM_031231	NECAB3
NM_007238	PXMP4
NM_176812	CHMP4B
NM_177953	DYNLRB1
NM_014071	NCOA6
NR_002165	HMGB3P1
NM_178026	GGT7
NM_181468	EIF6
NR_102706	MMP24-AS1
NM_000557	GDF5
NM_001198838	RBM12
NM_181526	MYL9
NM_021809	TGIF2
NR_038370	NDRG3
NM_032013	NDRG3
NM_199181	SOGA1
NM_001003897	MANBAL
NM_004139	LBP
NR_034009	SRSF6
NM_020433	JPH2
NM_002251	KCNS1
NM_080869	WFDC12
NM_001197129	SYS1
NM_001281448	RBPJL
NM_018478	DBNDD2
NM_030590	MATN4
NM_001099791	SYS1
NM_033542	SYS1
NR_047692	PIGT
NM_172005	WFDC13
NM_172006	WFDC10B
NM_033421	SNX21
NM_080603	ZSWIM1
NM_020708	SLC12A5
NM_004994	MMP9
NM_022095	ZNF335
NM_001134771	SLC12A5
NR_026958	LINC00494
NM_004602	STAU1
NM_021035	ZNFX1
NM_000961	PTGIS
NM_004776	B4GALT5
NM_005985	SNAI1
NM_001135773	SPATA2
NM_006038	SPATA2
NM_018683	RNF114
NR_051976	TRERNA1
NM_001285878	CEBPB
NM_005194	CEBPB
NM_001285879	CEBPB
NM_014484	MOCS3
NM_020436	SALL4
NM_006526	ZNF217
NM_003657	BCAS1
NM_198433	AURKA
NM_001324	CSTF1
NM_020356	CASS4
NM_001013646	FAM209B
NM_001160418	ZBP1
NR_003505	PPP4R1L
NM_001134773	STX16
NR_037943	STX16
NM_001001433	STX16
NM_080425	GNAS
NM_001077488	GNAS
NM_016045	SLMO2
NM_001336	CTSZ
NM_207032	EDN3
NM_006242	PPP1R3D
NM_001190827	FAM217B
NR_109917	LOC729296
NM_173644	C20orf197
NR_109903	LOC101928048
NM_144703	LSM14B
NM_198935	SS18L1
NM_007232	HRH3
NM_015666	MTG2
NM_080473	GATA5
NM_080833	RBBP8NL
NM_178463	MIR1-1HG
NR_033263	C20orf166-AS1
NM_016354	SLCO4A1
NM_001853	COL9A3
NR_102430	OGFR-AS1
NM_080750	DPH3P1
NM_080606	BHLHE23
NR_028295	LINC00029
NM_000744	CHRNA4
NM_152864	NKAIN4
NR_024389	FLJ16779
NM_172107	KCNQ2
NM_012384	GMEB2
NM_001037335	HELZ2
NM_005975	PTK6
NM_080823	SRMS
NM_033405	HELZ2
NM_024059	C20orf195
NM_015894	STMN3
NR_075070	STMN3
NM_020062	SLC2A4RG
NM_016434	RTEL1
NM_001283009	RTEL1
NM_032957	RTEL1
NM_001276310	STMN3
NM_080622	ABHD16B
NM_020713	ZNF512B
NR_027287	UCKL1-AS1
NM_025219	DNAJC5
NM_018419	SOX18
NR_027687	LINC00176
NR_027686	LINC00176
NM_182647	OPRL1
NM_005286	NPBWR2
NM_001200019	OPRL1
NM_005873	RGS19
NM_001007125	LKAAEAR1
NM_004535	MYT1
NR_040415	LINC00266-1
NR_073202	DSCAM
NM_001136154	ERG
NR_038328	TEKT4P2
NR_038327	TEKT4P2
NR_026916	ANKRD30BP2
NR_027270	ANKRD20A11P
NM_001283041	USP25
NR_109925	LOC101927797
NM_004540	NCAM2
NR_109959	LOC101927843
NM_020152	MAP3K7CL
NM_014586	HUNK
NM_003895	SYNJ1
NM_003024	ITSN1
NM_001001890	RUNX1
NM_001754	RUNX1
NM_053277	CLIC6
NM_005128	DOPEY2
NM_033656	BRWD1
NM_058186	FAM3B
NM_138991	BACE2
NM_001199528	UMODL1
NM_001282934	PRDM15
NM_173568	UMODL1
NM_001004416	UMODL1
NM_001286506	RSPH1
NM_001286258	PKNOX1
NM_003683	RRP1
NM_003274	TRAPPC10
NM_030582	COL18A1
NM_001160230	ADARB1
NM_001112	ADARB1
NM_015151	DIP2A
NM_006031	PCNT
NM_058181	YBEY
NM_001006114	YBEY
NR_037421	MIR3648-1
NR_037458	MIR3687-1
NM_199260	TPTE
NM_182482	BAGE2
NM_181704	BAGE4
NM_182484	BAGE5
NM_001187	BAGE
NM_182481	BAGE3
NR_003088	ABCC13
NR_003087	ABCC13
NR_037585	LINC01549
NM_001207065	CXADR
NM_001207064	CXADR
NR_038872	LINC00317
NR_040254	D21S2088E
NM_001270407	JAM2
NM_021219	JAM2
NM_001145444	SCAF4
NM_001162495	C21orf62
NM_013329	PAXBP1
NR_038879	PAXBP1-AS1
NM_138983	OLIG1
NM_005806	OLIG2
NR_109961	LOC101928107
NM_005534	IFNGR2
NM_175085	GART
NM_017613	DONSON
NR_038883	LINC00649
NM_006933	SLC5A3
NR_027266	LINC00310
NR_038886	LINC01426
NR_038885	LINC01426
NR_038893	CBR3-AS1
NM_001146079	CLDN14
NM_005069	SIM2
NM_153682	PIGP
NM_006052	DSCR3
NM_005239	ETS2
NM_001256295	ETS2
NR_109926	LOC101928398
NM_004965	HMGN1
NM_001007246	BRWD1
NM_182832	PLAC4
NM_001144925	MX1
NR_024367	LINC00111
NM_020639	RIPK4
NM_015500	C2CD2
NM_001098403	ZBTB21
NM_024022	TMPRSS3
NM_001243467	UBASH3A
NR_046020	TMPRSS3
NM_018964	SLC37A1
NM_001001503	NDUFV3
NM_000394	CRYAA
NR_026960	LINC00319
NM_003681	PDXK
NR_026961	AATBC
NM_005049	PWP2
NM_000383	AIRE
NM_001283051	ICOSLG
NM_001271440	C21orf2
NM_198696	KRTAP10-3
NM_030891	LRRC3
NM_198693	KRTAP10-2
NM_198689	KRTAP10-7
NM_181686	KRTAP12-1
NM_198695	KRTAP10-8
NM_198692	KRTAP10-11
NM_181684	KRTAP12-2
NM_181688	KRTAP10-10
NM_006936	SUMO3
NM_182688	UBE2G2
NR_109928	LINC01424
NR_038315	ITGB2-AS1
NR_027128	LINC01547
NR_033840	LINC00163
NR_026943	LOC642852
NM_001205206	SLC19A1
NM_001848	COL6A1
NM_206965	FTCD
NM_001142854	SPATC1L
NM_003906	MCM3AP
NM_001146115	DIP2A
NM_206890	DIP2A
NM_001282512	TXNRD2
NM_032608	MYO18B
NM_001206998	ZNRF3
NM_032173	ZNRF3
NM_153050	MTMR3
NM_021090	MTMR3
NM_001282662	MKL1
NM_002473	MYH9
NM_001282661	MKL1
NM_001284305	TBC1D22A
NM_178136	POLDIP3
NM_001167621	ATXN10
NM_001017528	PRR5
NM_032311	POLDIP3
NR_104292	TBC1D22A
NM_013236	ATXN10
NM_001282228	CECR1
NM_001282227	CECR1
NM_001282225	CECR1
NM_015241	MICAL3
NM_001039367	ATP6V1E1
NM_003325	HIRA
NM_005315	GSC2
NR_024159	DGCR9
NM_001835	CLTCL1
NM_007098	CLTCL1
NR_033825	KLHL22
NM_004782	SNAP29
NM_058004	PI4KA
NR_003608	TUBA3FP
NM_138957	MAPK1
NM_014634	PPM1F
NR_027293	BMS1P20
NM_014433	RSPH14
NM_021574	BCR
NM_004327	BCR
NR_024448	GUSBP11
NM_001199281	CABIN1
NM_016327	UPB1
NM_001201429	CABIN1
NM_012295	CABIN1
NR_024494	BCRP3
NR_103546	SPECC1L-ADORA2A
NM_001098497	SGSM1
NM_001039948	SGSM1
NM_133454	SGSM1
NM_005160	ADRBK2
NM_001098498	SGSM1
NM_001184774	SEZ6L
NM_001184775	SEZ6L
NM_001184773	SEZ6L
NM_002430	MN1
NM_001145418	TTC28
NM_181830	NF2
NM_021076	NEFH
NM_181825	NF2
NM_032045	KREMEN1
NM_016418	NF2
NM_181833	NF2
NM_181832	NF2
NM_001282739	OSBP2
NM_030758	OSBP2
NR_024210	RNF185
NM_152267	RNF185
NM_001164502	EIF4ENIF1
NM_001007467	SFI1
NM_003490	SYN3
NM_133642	LARGE
NM_030641	APOL6
NM_001082578	RBFOX2
NM_006078	CACNG2
NM_001289001	TMPRSS6
NM_003560	PLA2G6
NM_001242923	EIF3L
NM_001039141	TRIOBP
NM_001172687	GGA1
NM_001001560	GGA1
NM_015088	TNRC6B
NM_001003406	CACNA1I
NM_002883	RANGAP1
NM_022098	XPNPEP3
NM_001429	EP300
NM_173050	SCUBE1
NM_001099294	KIAA1644
NM_001243385	PARVB
NM_001135862	PHF21B
NM_001198726	ARHGAP8
NM_138415	PHF21B
NM_181334	PRR5-ARHGAP8
NM_014246	CELSR1
NM_001082967	FAM19A5
NM_001242898	PPP6R2
NM_001164105	MOV10L1
NM_001242899	PPP6R2
NM_014678	PPP6R2
NM_001164104	MOV10L1
NM_033517	SHANK3
NM_001242900	PPP6R2
NM_138433	KLHDC7B
NR_001591	TPTEP1
NR_015352	CECR7
NM_031890	CECR6
NM_014339	IL17RA
NM_033070	CECR5
NM_001288707	LOC101929372
NM_031481	SLC25A18
NM_015367	BCL2L13
NM_001270726	BCL2L13
NR_073068	BCL2L13
NM_017414	USP18
NR_003267	GGT3P
NM_016335	PRODH
NR_002733	DGCR5
NM_005675	DGCR6
NR_045121	DGCR5
NR_033674	DGCR2
NR_026651	DGCR10
NR_046298	SLC25A1
NM_001256534	SLC25A1
NM_005992	TBX1
NR_037611	SEPT5-GP1BB
NM_080647	TBX1
NM_080646	TBX1
NR_037612	SEPT5-GP1BB
NM_000407	GP1BB
NM_002688	SEPT5
NM_001670	ARVCF
NM_152906	TANGO2
NM_001283215	TANGO2
NM_001283129	TANGO2
NM_001283235	TANGO2
NM_013373	ZDHHC8
NM_001243537	LOC388849
NM_002882	RANBP1
NM_001190326	DGCR8
NR_038460	LOC284865
NR_026919	LINC00896
NR_003563	PI4KAP1
NM_015672	RIMBP3
NM_001256523	ZNF74
NM_153334	SCARF2
NM_182895	SCARF2
NM_001256525	ZNF74
NR_046282	ZNF74
NR_024592	POM121L4P
NM_006767	LZTR1
NM_144704	AIFM3
NM_005207	CRKL
NM_004173	SLC7A4
NR_027006	LRRC74B
NR_037566	BCRP2
NR_108107	FAM230B
NR_024583	POM121L8P
NM_001128633	RIMBP3C
NM_015094	HIC2
NR_003700	PI4KAP2
NM_001128633	RIMBP3C
NM_022044	SDF2L1
NM_001256355	UBE2L3
NR_028436	UBE2L3
NR_046082	UBE2L3
NM_014337	PPIL2
NM_013313	YPEL1
NM_080740	ZNF280A
NR_027426	LL22NC03-63E9.3
NM_080764	ZNF280B
NM_001282879	GGTLC2
NR_024591	POM121L1P
NM_001178126	IGLL5
NR_003950	ZDHHC8P1
NM_152855	IGLL1
NM_021916	ZNF70
NM_153615	RGL4
