#name	name2
NM_013943	CLIC4
NM_001033522	CSTF1
NM_001012971	FAM209A
NM_003222	TFAP2C
NM_012444	SPO11
NM_198265	SPO11
NM_001190472	MTRNR2L3
NM_002591	PCK1
NM_001160418	ZBP1
NM_178456	C20orf85
NR_003505	PPP4R1L
NM_153360	APCDD1L
NM_003763	STX16
NR_037942	STX16
NM_001134773	STX16
NR_037943	STX16
NM_001001433	STX16
NM_000516	GNAS
NM_080425	GNAS
NM_001077489	GNAS
NR_003259	GNAS
NM_001077490	GNAS
NM_016592	GNAS
NM_198976	NELFCD
NR_037929	SLMO2-ATP5E
NM_001336	CTSZ
NM_030773	TUBB1
NM_207033	EDN3
NM_207034	EDN3
NM_006242	PPP1R3D
NM_022106	FAM217B
NM_001190826	FAM217B
NM_177980	CDH26
NR_109916	LOC729296
NR_109917	LOC729296
NR_109903	LOC101928048
NM_198935	SS18L1
NM_002792	PSMA7
NM_007232	HRH3
NM_015666	MTG2
NM_007002	ADRM1
NM_005560	LAMA5
NM_175573	ADRM1
NM_001281437	ADRM1
NR_109922	LAMA5-AS1
NM_031215	CABLES2
NM_080473	GATA5
NM_080833	RBBP8NL
NM_178463	MIR1-1HG
NR_033263	C20orf166-AS1
NM_016354	SLCO4A1
NM_001853	COL9A3
NM_007346	OGFR
NM_018270	MRGBP
NR_102430	OGFR-AS1
NM_080750	DPH3P1
NM_033081	DIDO1
NM_017896	GID8
NM_022082	SLC17A9
NM_001193369	DIDO1
NM_001193370	DIDO1
NM_080797	DIDO1
NM_080606	BHLHE23
NR_033370	LOC63930
NR_003245	HAR1B
NM_017798	YTHDF1
NM_000744	CHRNA4
NM_018209	ARFGAP1
NM_001256573	CHRNA4
NM_152864	NKAIN4
NM_001281482	ARFGAP1
NR_104022	ARFGAP1
NM_020882	COL20A1
NM_001281484	ARFGAP1
NR_024389	FLJ16779
NR_036163	MIR3196
NM_139317	BIRC7
NR_046317	CHRNA4
NM_172108	KCNQ2
NM_004518	KCNQ2
NM_172107	KCNQ2
NM_172106	KCNQ2
NM_024299	PPDPF
NM_012384	GMEB2
NM_001037335	HELZ2
NM_005975	PTK6
NM_080823	SRMS
NM_033405	HELZ2
NM_024059	C20orf195
NM_001256358	PTK6
NM_015894	STMN3
NM_001267546	ARFRP1
NR_075070	STMN3
NM_020062	SLC2A4RG
NR_037882	RTEL1-TNFRSF6B
NM_001195653	ZGPAT
NM_001283009	RTEL1
NM_001283010	RTEL1
NM_017806	LIME1
NM_003823	TNFRSF6B
NM_032957	RTEL1
NR_051956	ARFRP1
NR_051955	ARFRP1
NM_001276310	STMN3
NM_001267549	ARFRP1
NM_080622	ABHD16B
NR_110081	ZBTB46-AS1
NM_017859	UCKL1
NR_030638	MIR941-2
NM_080621	SAMD10
NM_020713	ZNF512B
NR_027287	UCKL1-AS1
NM_025219	DNAJC5
NM_001193379	UCKL1
NR_030638	MIR941-2
NR_030638	MIR941-2
NR_040032	MIR941-4
NR_040032	MIR941-4
NR_040032	MIR941-4
NM_000913	OPRL1
NM_018419	SOX18
NM_001039467	RGS19
NR_027687	LINC00176
NR_027686	LINC00176
NM_005286	NPBWR2
NM_003195	TCEA2
NM_005873	RGS19
NM_001007125	LKAAEAR1
NM_004535	MYT1
NM_018257	PCMTD2
NR_040415	LINC00266-1
NM_001389	DSCAM
NR_073202	DSCAM
NR_027790	MIR99AHG
NM_003253	TIAM1
NM_007038	ADAMTS5
NR_046198	LOC339622
NM_001032410	USP16
NM_001289126	IFNAR2
NM_001136155	ERG
NM_130436	DYRK1A
NM_015056	RRP1B
NR_038329	TEKT4P2
NR_038327	TEKT4P2
NR_026916	ANKRD30BP2
NM_144770	RBM11
NR_027270	ANKRD20A11P
NM_001286523	SAMSN1
NM_001256579	LOC388813
NM_003489	NRIP1
NM_001256370	SAMSN1
NM_013396	USP25
NM_001204177	CHODL
NR_109925	LOC101927797
NM_004540	NCAM2
NR_109963	LOC101927869
NM_001197297	GABPA
NM_002040	GABPA
NM_052954	CYYR1
NR_024357	LINC00113
NM_001286617	MAP3K7CL
NM_001286618	MAP3K7CL
NM_000830	GRIK1
NM_001286619	MAP3K7CL
NM_020152	MAP3K7CL
NM_001286622	MAP3K7CL
NM_175611	GRIK1
NM_199328	CLDN8
NM_014586	HUNK
NM_203446	SYNJ1
NM_014825	URB1
NM_058187	EVA1C
NM_144659	TCP10L
NM_001286556	EVA1C
NM_001001132	ITSN1
NM_003024	ITSN1
NM_001001890	RUNX1
NM_001754	RUNX1
NM_053277	CLIC6
NR_040084	LOC100133286
NR_073512	LOC100506403
NM_005128	DOPEY2
NM_001146078	CLDN14
NM_001242784	HLCS
NM_000411	HLCS
NM_003316	TTC3
NM_001001894	TTC3
NM_002240	KCNJ6
NM_018963	BRWD1
NM_033656	BRWD1
NM_001080444	IGSF5
NM_001278650	B3GALT5
NM_058186	FAM3B
NM_138992	BACE2
NM_005656	TMPRSS2
NM_012105	BACE2
NM_138991	BACE2
NM_080860	RSPH1
NM_001199527	UMODL1
NM_173568	UMODL1
NM_207629	ABCG1
NM_022115	PRDM15
NM_001040424	PRDM15
NR_104258	PRDM15
NM_001286506	RSPH1
NM_004571	PKNOX1
NM_001286258	PKNOX1
NM_001001582	PDE9A
NM_001001569	PDE9A
NM_002626	PFKL
NM_001272037	TSPEAR
NM_144991	TSPEAR
NM_003683	RRP1
NM_001037553	AGPAT3
NM_003274	TRAPPC10
NM_020132	AGPAT3
NM_015833	ADARB1
NM_030582	COL18A1
NM_001160230	ADARB1
NM_001112	ADARB1
NM_130445	COL18A1
NM_015151	DIP2A
NM_001130141	PCBP3
NM_006031	PCNT
NM_058181	YBEY
NM_001146116	DIP2A
NM_001006114	YBEY
NR_037421	MIR3648-1
NR_037458	MIR3687-1
NM_199259	TPTE
NM_199260	TPTE
NM_182482	BAGE2
NM_181704	BAGE4
NM_182484	BAGE5
NM_001187	BAGE
NM_182481	BAGE3
NM_174981	POTED
NR_026755	CYP4F29P
NM_198996	LIPI
NR_003087	ABCC13
NM_006948	HSPA13
NM_001207066	CXADR
NM_001207064	CXADR
NM_001207063	CXADR
NM_001338	CXADR
NM_017447	C21orf91
NM_001100421	C21orf91
NM_001100420	C21orf91
NM_024944	CHODL
NR_038400	LINC00308
NR_040254	D21S2088E
NM_001270408	JAM2
NM_001270407	JAM2
NM_021219	JAM2
NM_006988	ADAMTS1
NR_027246	LINC00314
NR_026552	LINC00161
NR_047510	N6AMT1
NM_013240	N6AMT1
NM_182749	N6AMT1
NM_015565	LTN1
NM_001286623	MAP3K7CL
NM_001282909	CCT8
NM_001282907	CCT8
NR_027072	LINC00189
NM_206866	BACH1
NM_012131	CLDN17
NM_181610	KRTAP19-4
NM_181612	KRTAP19-6
NM_001164435	KRTAP21-3
NM_175857	KRTAP8-1
NM_175858	KRTAP11-1
NM_001099219	KRTAP19-8
NM_018944	MIS18A
NR_026845	URB1-AS1
NM_001162496	C21orf62
NM_001162495	C21orf62
NM_019596	C21orf62
NR_038879	PAXBP1-AS1
NR_027873	PAXBP1
NM_138983	OLIG1
NM_005806	OLIG2
NR_104056	LINC00945
NM_000629	IFNAR1
NM_000628	IL10RB
NM_017833	DNAJC28
NM_005534	IFNGR2
NM_006134	TMEM50B
NR_040016	TMEM50B
NM_001136005	GART
NM_138927	SON
NM_017613	DONSON
NR_103797	SON
NM_001697	ATP5O
NM_001288961	LOC400863
NR_038883	LINC00649
NM_032476	MRPS6
NM_006933	SLC5A3
NR_027266	LINC00310
NM_001282537	C21orf140
NM_000219	KCNE1
NM_001270405	KCNE1
NM_001270403	KCNE1
NR_038886	LINC01426
NM_001122607	RUNX1
NR_026812	RUNX1-IT1
NM_001757	CBR1
NM_001286789	CBR1
NR_110419	LINC01436
NR_038894	CBR3-AS1
NR_038892	CBR3-AS1
NM_001236	CBR3
NM_001146079	CLDN14
NM_005441	CHAF1B
NM_144492	CLDN14
NM_009586	SIM2
NM_005069	SIM2
NM_018962	RIPPLY3
NM_153682	PIGP
NM_006052	DSCR3
NR_026719	DSCR9
NM_001276435	KCNJ15
NM_001276438	KCNJ15
NM_005239	ETS2
NM_001256295	ETS2
NR_109926	LOC101928398
NR_109962	LOC101928435
NM_004965	HMGN1
NM_001007246	BRWD1
NM_152505	LCA5L
NR_026543	B3GALT5-AS1
NM_033171	B3GALT5
NR_038900	DSCAM-AS1
NR_038898	DSCAM-AS1
NR_024100	LINC00323
NM_182832	PLAC4
NM_001144925	MX1
NM_001178046	MX1
NM_020639	RIPK4
NR_027272	LINC00479
NR_024028	LINC00112
NM_199050	C2CD2
NM_015500	C2CD2
NM_001098403	ZBTB21
NM_020727	ZBTB21
NR_027273	ZNF295-AS1
NR_027243	UMODL1-AS1
NM_018961	UBASH3A
NM_003225	TFF1
NM_001256317	TMPRSS3
NM_001243467	UBASH3A
NM_018964	SLC37A1
NM_001260476	WDR4
NM_001260475	WDR4
NM_001260477	WDR4
NM_021075	NDUFV3
NM_001025204	U2AF1
NM_000071	CBS
NM_001178008	CBS
NM_000394	CRYAA
NR_103713	LINC00322
NR_026960	LINC00319
NM_173354	SIK1
NM_003681	PDXK
NR_026961	AATBC
NM_198155	C21orf33
NM_005049	PWP2
NM_000383	AIRE
NM_175867	DNMT3L
NM_001283052	ICOSLG
NM_001283051	ICOSLG
NM_003307	TRPM2
NR_038257	TRPM2
NM_001271441	C21orf2
NM_001271440	C21orf2
NM_198696	KRTAP10-3
NM_198691	KRTAP10-1
NM_198687	KRTAP10-4
NM_198694	KRTAP10-5
NM_030891	LRRC3
NM_198693	KRTAP10-2
NM_198699	KRTAP10-12
NM_198698	KRTAP12-4
NM_198697	KRTAP12-3
NM_198689	KRTAP10-7
NM_181686	KRTAP12-1
NM_198695	KRTAP10-8
NM_198692	KRTAP10-11
NM_198690	KRTAP10-9
NM_181684	KRTAP12-2
NM_181688	KRTAP10-10
NM_198688	KRTAP10-6
NM_001202489	UBE2G2
NM_003343	UBE2G2
NM_001286416	SUMO3
NR_109928	LINC01424
NM_004339	PTTG1IP
NM_058190	FAM207A
NR_038316	ITGB2-AS1
NR_038313	ITGB2-AS1
NR_038312	ITGB2-AS1
NR_027128	LINC01547
NM_000211	ITGB2
NR_024089	LINC00162
NR_027292	SSR4P1
NR_033840	LINC00163
NM_133635	POFUT2
NM_015227	POFUT2
NR_026943	LOC642852
NR_028082	COL18A1-AS1
NR_027498	COL18A1-AS1
NM_194255	SLC19A1
NR_038876	LOC100129027
NM_001848	COL6A1
NR_109931	LOC101928796
NM_206965	FTCD
NM_058174	COL6A2
NM_006657	FTCD
NM_001849	COL6A2
NM_058175	COL6A2
NR_002776	MCM3AP-AS1
NM_001145437	LSS
NM_001145436	LSS
NM_001142854	SPATC1L
NM_002340	LSS
NM_003906	MCM3AP
NM_032261	SPATC1L
NM_001001438	LSS
NM_001286463	C21orf58
NM_001286462	C21orf58
NM_058180	C21orf58
NM_001286476	C21orf58
NM_001286477	C21orf58
NM_206891	DIP2A
NM_206889	DIP2A
NM_001535	PRMT2
NM_006272	S100B
NM_001286676	PRMT2
NM_001242865	PRMT2
NM_001242866	PRMT2
NM_001255975	PIWIL3
NR_045649	PIWIL3
NR_045648	PIWIL3
NM_001008496	PIWIL3
NM_006440	TXNRD2
NM_001282512	TXNRD2
NM_032608	MYO18B
NM_001284278	PITPNB
NM_153051	MTMR3
NM_001206998	ZNRF3
NM_001256314	SLC5A1
NM_000343	SLC5A1
NM_032173	ZNRF3
NM_153050	MTMR3
NM_021090	MTMR3
NM_020831	MKL1
NM_001282662	MKL1
NM_002473	MYH9
NM_001282661	MKL1
NM_001284305	TBC1D22A
NM_001198721	PRR5
NM_178136	POLDIP3
NM_001167621	ATXN10
NM_001017528	PRR5
NM_015366	PRR5
NM_032311	POLDIP3
NM_022785	EFCAB6
NR_038944	LINC01310
NR_104292	TBC1D22A
NM_001282228	CECR1
NM_001282227	CECR1
NM_001282229	CECR1
NM_001282225	CECR1
NM_001136004	MICAL3
NM_001122731	MICAL3
NM_015241	MICAL3
NM_001696	ATP6V1E1
NM_001039366	ATP6V1E1
NM_197966	BID
NM_053004	GNB1L
NM_001835	CLTCL1
NM_007098	CLTCL1
NM_032775	KLHL22
NM_004782	SNAP29
NM_058004	PI4KA
NR_003608	TUBA3FP
NM_014634	PPM1F
NM_002745	MAPK1
NR_027293	BMS1P20
NM_002073	GNAZ
NM_014433	RSPH14
NM_021574	BCR
NM_004327	BCR
NR_024448	GUSBP11
NR_037839	CES5AP1
NM_001199281	CABIN1
NM_001145468	SPECC1L
NM_001254732	SPECC1L
NM_016327	UPB1
NM_001201429	CABIN1
NM_012295	CABIN1
NM_000853	GSTT1
NR_024494	BCRP3
NR_103546	SPECC1L-ADORA2A
NM_133454	SGSM1
NM_005160	ADRBK2
NM_001145206	KIAA1671
NM_001039948	SGSM1
NM_001184776	SEZ6L
NM_001184775	SEZ6L
NM_001184773	SEZ6L
NM_001184777	SEZ6L
NM_021115	SEZ6L
NR_073136	HPS4
NM_002430	MN1
NM_001145418	TTC28
NM_000268	NF2
NM_021076	NEFH
NM_133455	EMID1
NM_001166019	AP1B1
NM_181829	NF2
NM_032045	KREMEN1
NM_145730	AP1B1
NM_016418	NF2
NM_181833	NF2
NM_001039570	KREMEN1
NM_181828	NF2
NM_001282739	OSBP2
NM_001282738	OSBP2
NM_001193336	SEC14L6
NM_001204204	SEC14L2
NM_012429	SEC14L2
NR_024210	RNF185
NM_173566	PRR14L
NM_152267	RNF185
NM_001258326	SFI1
NR_024209	RNF185
NM_001258325	SFI1
NM_001135825	RNF185
NM_014775	SFI1
NM_001258327	SFI1
NM_003490	SYN3
NM_001135774	SYN3
NM_133642	LARGE
NM_004737	LARGE
NM_001082577	RBFOX2
NM_002133	HMOX1
NM_030641	APOL6
NM_006078	CACNG2
NM_153609	TMPRSS6
NM_001289000	TMPRSS6
NM_001289001	TMPRSS6
NM_001172688	GGA1
NM_013365	GGA1
NM_001242923	EIF3L
NM_001199562	PLA2G6
NM_001039141	TRIOBP
NM_001195071	TMEM184B
NM_001172687	GGA1
NM_001004426	PLA2G6
NM_001001560	GGA1
NM_000967	RPL3
NM_007068	DMC1
NM_001033853	RPL3
NM_001278208	DMC1
NM_021096	CACNA1I
NM_152512	ENTHD1
NM_001162501	TNRC6B
NM_015088	TNRC6B
NM_001024843	TNRC6B
NM_001003406	CACNA1I
NM_002883	RANGAP1
NM_001278651	RANGAP1
NM_022098	XPNPEP3
NM_001429	EP300
NM_024821	CCDC134
NM_024053	CENPM
NM_005008	NHP2L1
NM_181492	TCF20
NM_001003796	NHP2L1
NM_001002876	CENPM
NM_173050	SCUBE1
NM_001197	BIK
NM_001099294	KIAA1644
NM_001243386	PARVB
NM_001003828	PARVB
NM_001135862	PHF21B
NM_181335	ARHGAP8
NM_001284296	PHF21B
NM_001242450	PHF21B
NM_001198726	ARHGAP8
NM_138415	PHF21B
NM_181334	PRR5-ARHGAP8
NM_001009880	KIAA0930
NM_148674	SMC1B
NM_014246	CELSR1
NM_015124	GRAMD4
NM_001082967	FAM19A5
NM_015381	FAM19A5
NM_014577	BRD1
NM_012401	PLXNB2
NM_001242898	PPP6R2
NM_001242899	PPP6R2
NM_001164104	MOV10L1
NM_033517	SHANK3
NM_001164106	MOV10L1
NM_001242900	PPP6R2
NM_138433	KLHDC7B
NM_018995	MOV10L1
NR_073459	BMS1P18
NR_073460	BMS1P17
NM_001136213	POTEH
NM_001005239	OR11H1
NR_001591	TPTEP1
NM_014406	CCT8L2
NR_040115	ANKRD62P1-PARP4P3
NR_003607	HSFY1P1
NR_015352	CECR7
NM_001037814	GAB4
NM_031890	CECR6
NR_103793	LOC100996342
NM_014339	IL17RA
NR_024483	CECR5-AS1
NR_038398	CECR3
NM_001288707	LOC101929372
NM_031481	SLC25A18
NM_001270733	BCL2L13
NM_001270734	BCL2L13
NM_001270726	BCL2L13
NR_073069	BCL2L13
NR_073068	BCL2L13
NM_001270735	BCL2L13
NM_001270728	BCL2L13
NR_103718	LINC00528
NM_001199319	PEX26
NM_001127649	PEX26
NR_024417	FLJ41941
NM_017929	PEX26
NM_017414	USP18
NR_003267	GGT3P
NM_016335	PRODH
NR_002733	DGCR5
NM_005675	DGCR6
NR_045121	DGCR5
NM_001173533	DGCR2
NR_033674	DGCR2
NM_022719	DGCR14
NM_005137	DGCR2
NR_026651	DGCR10
NR_024157	DGCR11
NM_001287387	SLC25A1
NR_103767	LINC01311
NR_046298	SLC25A1
NM_005659	UFD1L
NM_173793	C22orf39
NM_003776	MRPL40
NM_003504	CDC45
NM_001130861	CLDN5
NM_001166242	C22orf39
NM_003277	CLDN5
NM_001035247	UFD1L
NR_024381	LINC00895
NM_005992	TBX1
NR_037611	SEPT5-GP1BB
NM_080647	TBX1
NR_037612	SEPT5-GP1BB
NM_002688	SEPT5
NM_024627	C22orf29
NM_001135162	COMT
NM_001135161	COMT
NM_001670	ARVCF
NM_000754	COMT
NM_001283248	TANGO2
NM_152906	TANGO2
NM_007310	COMT
NM_001283154	TANGO2
NM_001283148	TANGO2
NM_001283106	TANGO2
NM_001283235	TANGO2
NM_001283179	TANGO2
NM_001185024	ZDHHC8
NM_013373	ZDHHC8
NM_001243537	LOC388849
NM_001257994	TRMT2A
NM_022720	DGCR8
NM_002882	RANBP1
NM_001190326	DGCR8
NM_022727	TRMT2A
NR_038460	LOC284865
NM_023004	RTN4R
NM_033257	DGCR6L
NR_026919	LINC00896
NR_003563	PI4KAP1
NM_015672	RIMBP3
NM_001256523	ZNF74
NM_003426	ZNF74
NM_153334	SCARF2
NM_182895	SCARF2
NM_001256525	ZNF74
NM_001256524	ZNF74
NR_046282	ZNF74
NM_001003891	MED15
NM_015889	MED15
NR_024592	POM121L4P
NR_026815	TMEM191A
NM_000185	SERPIND1
NM_001008695	THAP7
NM_006767	LZTR1
NR_027464	AIFM3
NR_027051	THAP7-AS1
NM_005207	CRKL
NM_030573	THAP7
NR_027052	THAP7-AS1
NM_005446	P2RX6
NM_004173	SLC7A4
NM_001159554	P2RX6
NR_027006	LRRC74B
NR_037566	BCRP2
NR_108107	FAM230B
NR_024583	POM121L8P
NM_001128635	RIMBP3B
NM_001128633	RIMBP3C
NM_015094	HIC2
NM_001207052	TMEM191C
NM_152612	CCDC116
NM_001128635	RIMBP3B
NM_001128633	RIMBP3C
NM_001256355	UBE2L3
NR_028436	UBE2L3
NR_046082	UBE2L3
NM_003347	UBE2L3
NM_001017964	YDJC
NM_014337	PPIL2
NM_013313	YPEL1
NM_148175	PPIL2
NM_003935	TOP3B
NM_001282113	TOP3B
NM_007128	VPREB1
NM_206955	PRAME
NM_080740	ZNF280A
NR_027426	LL22NC03-63E9.3
NM_080764	ZNF280B
NM_001282879	GGTLC2
NR_024591	POM121L1P
NM_001178126	IGLL5
NM_004914	RAB36
NR_033408	FBXW4P1
NR_003950	ZDHHC8P1
NM_020070	IGLL1
NM_021916	ZNF70
NM_153615	RGL4
NM_213720	CHCHD10
NM_182520	C22orf15
NM_003073	SMARCB1
NR_104248	SLC2A11
NM_001282864	SLC2A11
NR_038911	MIF-AS1
NM_198440	DERL3
NM_001080843	GSTT2B
NM_001080843	GSTT2B
NM_001144931	LOC391322
NR_003081	GSTTP1
NM_001084393	DDTL
NM_001084392	DDT
NR_003082	GSTTP2
NM_019601	SUSD2
NM_001099781	GGT5
NM_001099782	GGT5
NM_004121	GGT5
NR_003714	POM121L9P
NM_001278498	ADORA2A
NR_103544	ADORA2A
NR_028484	ADORA2A-AS1
NM_001278499	ADORA2A
NM_001284254	GUCD1
NM_001284252	GUCD1
NM_031444	GUCD1
NM_001284257	GUCD1
NM_013430	GGT1
NM_207644	LRRC75B
NM_001278656	SNRPD3
NR_104286	GUCD1
NM_001288833	GGT1
NM_013421	GGT1
NR_024593	POM121L10P
NR_038941	LOC100128531
NR_029395	IGLL3P
NM_182492	LRP5L
NR_033734	CRYBB2P1
NR_033733	CRYBB2P1
NM_020437	ASPHD2
NM_012143	TFIP11
NM_001008566	TPST2
NM_001008697	TFIP11
NM_001013694	SRRD
NR_003491	MIAT
NR_033319	MIAT
NR_033321	MIAT
NR_026963	TTC28-AS1
NM_172002	HSCB
NM_001284265	CCDC117
NM_173510	CCDC117
NM_001284263	CCDC117
NR_046851	ZNRF3-AS1
NM_006477	RASL10A
NM_013986	EWSR1
NM_006478	GAS2L1
NM_012265	RHBDD3
NM_152236	GAS2L1
NM_001278730	GAS2L1
NR_002727	RFPL1S
NM_003634	NIPSNAP1
NM_001002877	THOC5
NM_182527	CABP7
NM_001242906	ASCC2
NM_001257135	LIF
NM_002309	LIF
NM_001204240	TBC1D10A
NM_001017437	CCDC157
NM_001017981	RNF215
NM_031937	TBC1D10A
NM_001037666	GATSL3
NR_046312	KIAA1656
NM_005877	SF3A1
NM_001161368	SEC14L4
NM_001257378	SEC14L3
NM_174977	SEC14L4
NM_016498	MTFP1
NM_001257382	SEC14L3
NM_001257379	SEC14L3
NM_001003704	MTFP1
NM_004861	GAL3ST1
NM_000355	TCN2
NM_001184726	TCN2
NM_152511	DUSP18
NM_001001479	SLC35E4
NM_001282742	OSBP2
NM_001282741	OSBP2
NR_026920	MORC2-AS1
NR_002323	TUG1
NM_001284287	INPP5J
NM_001207017	SMTN
NM_080430	SELM
NM_015715	PLA2G3
NM_006932	SMTN
NM_001002837	INPP5J
NM_052880	PIK3IP1
NM_005569	LIMK2
NM_016733	LIMK2
NM_001135911	PIK3IP1
NM_001031801	LIMK2
NM_032050	PATZ1
NM_014323	PATZ1
NM_004147	DRG1
NM_032051	PATZ1
NM_014338	PISD
NM_003405	YWHAH
NM_001159546	RFPL2
NM_001098527	RFPL2
NR_040114	AP1B1P1
NR_002596	RFPL3S
NR_104232	RFPL3S
NM_174932	BPIFC
NM_014306	RTCB
NR_038918	LOC339666
NM_012179	FBXO7
NM_000362	TIMP3
NR_038949	LARGE-AS1
NM_001008494	ISX
NM_001135730	TOM1
NM_001135732	TOM1
NR_027780	HMGXB4
NM_001003681	HMGXB4
NM_006739	MCM5
NM_014310	RASD2
NM_030642	APOL5
NR_027835	APOL3
NR_027834	APOL3
NM_003661	APOL1
NM_030643	APOL4
NM_001136541	APOL1
NM_001136540	APOL1
NM_145660	APOL4
NM_145343	APOL1
NM_145637	APOL2
NM_030882	APOL2
NM_024955	FOXRED2
NM_001102371	FOXRED2
NR_033531	IFT27
NM_000395	CSF2RB
NM_000631	NCF4
NM_013416	NCF4
NR_038954	LL22NC01-81G9.3
NM_001013436	MPST
NM_003312	TST
NM_001282684	KCTD17
NM_001051	SSTR3
NM_182486	C1QTNF6
NM_031910	C1QTNF6
NM_000878	IL2RB
NM_001278687	SSTR3
NM_013385	CYTH4
NM_002872	RAC2
NM_052906	ELFN2
NM_152243	CDC42EP1
NM_014550	CARD10
NM_024313	NOL12
NR_109952	LOC101927051
NM_018957	SH3BP1
NM_020315	PDXP
NM_001171690	GCAT
NM_005318	H1F0
NM_014291	GCAT
NM_003614	GALR3
NM_007032	TRIOBP
NM_006941	SOX10
NM_001207062	C22orf23
NM_021974	POLR2F
NM_033386	MICALL1
NM_013356	SLC16A8
NM_012407	PICK1
NM_001039583	PICK1
NM_025045	BAIAP2L2
NM_001161574	MAFF
NM_001161573	MAFF
NM_001161572	MAFF
NM_001894	CSNK1E
NM_152221	CSNK1E
NR_002821	LOC400927
NM_006386	DDX17
NM_152868	KCNJ4
NM_004981	KCNJ4
NM_001098504	DDX17
NM_016657	KDELR3
NM_001013647	FAM227A
NM_005740	DNAL4
NM_020243	TOMM22
NM_001199579	SUN2
NM_004286	GTPBP1
NM_015374	SUN2
NM_001199580	SUN2
NM_014876	JOSD1
NM_014292	CBX6
NR_104187	APOBEC3B-AS1
NM_001193289	APOBEC3A_B
NM_152426	APOBEC3D
NM_145298	APOBEC3F
NM_145699	APOBEC3A
NM_014508	APOBEC3C
NM_001006666	APOBEC3F
NM_021822	APOBEC3G
NM_175709	CBX7
NM_001166004	APOBEC3H
NM_001166002	APOBEC3H
NM_001166003	APOBEC3H
NM_181773	APOBEC3H
NM_002608	PDGFB
NM_006116	TAB1
NR_040535	LOC100506472
NM_004711	SYNGR1
NM_182810	ATF4
NM_019008	MIEF1
NM_001675	ATF4
NM_194326	RPS19BP1
NM_002409	MGAT3
NM_138435	FAM83F
NR_039988	LOC100130899
NM_001282660	MKL1
NR_109965	LOC101927257
NM_005297	MCHR1
NM_145174	DNAJB7
NM_001278589	ST13
NM_001204827	XPNPEP3
NM_003932	ST13
NM_031488	L3MBTL2
NM_138481	CHADL
NM_001145398	TEF
NM_017590	ZC3H7B
NM_003216	TEF
NM_138338	POLR3H
NM_032758	PHF5A
NM_016272	TOB2
NM_001018052	POLR3H
NM_001018050	POLR3H
NM_001282884	POLR3H
NM_001282885	POLR3H
NM_014460	CSDC2
NM_015704	DESI1
NM_001288976	XRCC6
NM_001288978	XRCC6
NM_001288977	XRCC6
NM_152513	MEI1
NM_001142964	C22orf46
NM_004599	SREBF2
NM_001110215	CENPM
NM_052945	TNFRSF13C
NM_001207020	SHISA8
NR_103834	SREBF2
NR_024355	LINC00634
NM_152613	WBP2NL
NM_000262	NAGA
NM_033318	SMDT1
NM_000106	CYP2D6
NM_002490	NDUFA6
NR_034118	NDUFA6-AS1
NM_001025161	CYP2D6
NR_002570	CYP2D7
NM_001002034	FAM109B
NR_036498	OGFRP1
NM_145912	NFAM1
NM_014509	SERHL2
NM_015703	RRP7A
NR_002184	RRP7B
NR_104301	SERHL2
NR_104300	SERHL2
NM_001171661	CYB5R3
NM_001129819	CYB5R3
NM_007326	CYB5R3
NM_000398	CYB5R3
NM_001171660	CYB5R3
NM_017436	A4GALT
NM_001184971	PACSIN2
NM_012263	TTLL1
NR_027779	TTLL1
NM_014507	MCAT
NM_173467	MCAT
NM_015140	TTLL12
NR_046423	MCAT
NM_001256530	TSPO
NM_001256531	TSPO
NM_001044370	MPPED1
NM_001177675	PNPLA5
NM_014351	SULT4A1
NM_138814	PNPLA5
NM_025225	PNPLA3
NM_015380	SAMM50
NM_022141	PARVG
NM_001137605	PARVG
NM_032287	LDOC1L
NR_028411	LINC00207
NM_181333	PRR5
NM_153645	NUP50
NM_007172	NUP50
NM_015264	KIAA0930
NM_001167574	UPK3A
NM_017911	FAM118A
NM_001104595	FAM118A
NM_006953	UPK3A
NM_015653	RIBC2
NM_006487	FBLN1
NM_006486	FBLN1
NM_006485	FBLN1
NM_001996	FBLN1
NR_039919	MIR4762
NM_058238	WNT7B
NR_027033	MIRLET7BHG
NM_018280	PRR34
NR_027240	LOC730668
NR_027036	LINC00899
NR_027034	PRR34-AS1
NM_006071	PKDREJ
NM_005036	PPARA
NM_207327	CDPF1
NM_001001928	PPARA
NR_104241	TRMU
NM_001282784	TRMU
NM_016426	GTSE1
NR_024009	GTSE1-AS1
NM_001282785	TRMU
NM_017931	TTC38
NM_001282782	TRMU
NM_022766	CERK
NR_033377	LINC00898
NR_038917	LOC284933
NR_026993	LOC90834
NM_001135101	CRELD2
NM_024105	ALG12
NM_014838	ZBED4
NR_104295	CRELD2
NM_001001852	PIM3
NM_001001694	IL17REL
NM_015166	MLC1
NM_139202	MLC1
NM_031454	SELO
NM_052839	PANX2
NM_025204	TRABD
NM_002751	MAPK11
NM_020461	TUBGCP6
NM_032019	HDAC10
NM_001159286	HDAC10
NM_001160300	PANX2
NR_027691	PANX2
NM_002969	MAPK12
NM_017584	MIOX
NM_024866	ADM2
NM_002972	SBF1
NM_152299	NCAPH2
NM_033200	LMF2
NM_001185011	NCAPH2
NM_001014440	ODF3B
NM_001253845	ADM2
NM_001085427	ARSA
NM_001085425	ARSA
NM_000487	ARSA
NM_004377	CPT1B
NM_012324	MAPK8IP2
NM_152245	CPT1B
NM_001085428	ARSA
